property_id,property_name,property_type,city,state,listed_date,price,area_sqft,bedrooms,bathrooms,agent_id
P1605,Prime Residential Plot,Plot,Chennai,TN,4/17/2023,8521122,1793,3,2,A1505
P1606,Prime Residential Plot,Plot,Chennai,TN,4/18/2023,8544505,1272,2,2,A1506
P1607,Prime Residential Plot,Plot,Chennai,TN,4/19/2023,7037898,2584,3,2,A1507
P1608,Prime Residential Plot,Plot,Chennai,TN,4/20/2023,7218863,1707,2,2,A1508
P1609,Prime Residential Plot,Plot,Chennai,TN,4/21/2023,7435976,2943,3,2,A1509
P1610,Prime Residential Plot,Plot,Chennai,TN,4/22/2023,7372349,2473,2,2,A1510
P1611,Prime Residential Plot,Plot,Chennai,TN,4/23/2023,5947594,1271,2,2,A1511
P1612,Prime Residential Plot,Plot,Chennai,TN,4/24/2023,7083194,2150,3,2,A1512
P1613,Prime Residential Plot,Plot,Chennai,TN,4/25/2023,8234499,2519,2,2,A1513
P1614,Prime Residential Plot,Plot,Chennai,TN,4/26/2023,4842363,2469,2,2,A1514
P1615,Prime Residential Plot,Plot,Chennai,TN,4/27/2023,5981939,1479,3,2,A1515
P1616,Prime Residential Plot,Plot,Chennai,TN,4/28/2023,8825806,2101,2,2,A1516
P1617,Prime Residential Plot,Plot,Chennai,TN,4/29/2023,7377992,1308,3,2,A1517
P1618,Prime Residential Plot,Plot,Chennai,TN,4/30/2023,6957923,2158,2,2,A1518
P1619,Prime Residential Plot,Plot,Chennai,TN,5/1/2023,5362452,2572,3,2,A1519
P1620,Prime Residential Plot,Plot,Chennai,TN,5/2/2023,8338482,2931,3,2,A1520
P1621,Prime Residential Plot,Plot,Chennai,TN,5/3/2023,5616837,1127,3,2,A1521
P1622,Prime Residential Plot,Plot,Chennai,TN,5/4/2023,5714072,2776,3,2,A1522
P1623,Prime Residential Plot,Plot,Chennai,TN,5/5/2023,5773528,1811,3,2,A1523
P1624,Prime Residential Plot,Plot,Chennai,TN,5/6/2023,4671375,2775,2,2,A1524
P1625,Prime Residential Plot,Plot,Chennai,TN,5/7/2023,5508244,2250,2,2,A1525
P1626,Prime Residential Plot,Plot,Chennai,TN,5/8/2023,9029073,2933,2,2,A1526
P1627,Prime Residential Plot,Plot,Chennai,TN,5/9/2023,4718547,2276,3,2,A1527
P1628,Prime Residential Plot,Plot,Chennai,TN,5/10/2023,7121670,2950,3,2,A1528
P1629,Prime Residential Plot,Plot,Chennai,TN,5/11/2023,8306202,2930,3,2,A1529
P1630,Prime Residential Plot,Plot,Chennai,TN,5/12/2023,8427404,2406,2,2,A1530
P1631,Prime Residential Plot,Plot,Chennai,TN,5/13/2023,4747854,2764,3,2,A1531
P1632,Prime Residential Plot,Plot,Chennai,TN,5/14/2023,8476560,2869,3,2,A1532
P1633,Prime Residential Plot,Plot,Chennai,TN,5/15/2023,5660466,1807,2,2,A1533
P1634,Prime Residential Plot,Plot,Chennai,TN,5/16/2023,5832348,2651,3,2,A1534
P1635,Prime Residential Plot,Plot,Chennai,TN,5/17/2023,4938820,2599,2,2,A1535
P1636,Prime Residential Plot,Plot,Chennai,TN,5/18/2023,9014876,1025,2,2,A1536
P1637,Prime Residential Plot,Plot,Chennai,TN,5/19/2023,6642829,1671,2,2,A1537
P1638,Prime Residential Plot,Plot,Chennai,TN,5/20/2023,6001467,2130,2,2,A1538
P1639,Prime Residential Plot,Plot,Chennai,TN,5/21/2023,6171529,1435,3,2,A1539
P1640,Prime Residential Plot,Plot,Chennai,TN,5/22/2023,4608391,1307,3,2,A1540
P1641,Prime Residential Plot,Plot,Chennai,TN,5/23/2023,8374676,2224,3,2,A1541
P1642,Prime Residential Plot,Plot,Chennai,TN,5/24/2023,5458714,1915,3,2,A1542
P1643,Prime Residential Plot,Plot,Chennai,TN,5/25/2023,6625833,1272,2,2,A1543
P1644,Prime Residential Plot,Plot,Chennai,TN,5/26/2023,8070022,1250,3,2,A1544
P1645,Prime Residential Plot,Plot,Chennai,TN,5/27/2023,4550487,1773,3,2,A1545
P1646,Prime Residential Plot,Plot,Chennai,TN,5/28/2023,9425337,1791,3,2,A1546
P1647,Prime Residential Plot,Plot,Chennai,TN,5/29/2023,8470916,1361,3,2,A1547
P1648,Prime Residential Plot,Plot,Chennai,TN,5/30/2023,5372012,1689,3,2,A1548
P1649,Prime Residential Plot,Plot,Chennai,TN,5/31/2023,8100640,1282,2,2,A1549
P1650,Prime Residential Plot,Plot,Chennai,TN,6/1/2023,7987643,2330,2,2,A1550
P1651,Prime Residential Plot,Plot,Chennai,TN,6/2/2023,4678000,2681,2,2,A1551
P1652,Prime Residential Plot,Plot,Chennai,TN,6/3/2023,7411571,2115,2,2,A1552
P1653,Prime Residential Plot,Plot,Chennai,TN,6/4/2023,6269510,2342,3,2,A1553
P1654,Prime Residential Plot,Plot,Chennai,TN,6/5/2023,5668297,1116,2,2,A1554
P1655,Prime Residential Plot,Plot,Chennai,TN,6/6/2023,4923134,2524,3,2,A1555
P1656,Prime Residential Plot,Plot,Chennai,TN,6/7/2023,8944912,2388,2,2,A1556
P1657,Prime Residential Plot,Plot,Chennai,TN,6/8/2023,9491275,1017,2,2,A1557
P1658,Prime Residential Plot,Plot,Chennai,TN,6/9/2023,4869839,1468,2,2,A1558
P1659,Prime Residential Plot,Plot,Chennai,TN,6/10/2023,8628616,1610,2,2,A1559
P1660,Prime Residential Plot,Plot,Chennai,TN,6/11/2023,5360211,1287,2,2,A1560
P1661,Prime Residential Plot,Plot,Chennai,TN,6/12/2023,4874499,2061,3,2,A1561
P1662,Prime Residential Plot,Plot,Chennai,TN,6/13/2023,6969477,1361,2,2,A1562
P1663,Prime Residential Plot,Plot,Chennai,TN,6/14/2023,5925625,1663,2,2,A1563
P1664,Prime Residential Plot,Plot,Chennai,TN,6/15/2023,4672263,1337,2,2,A1564
P1665,Prime Residential Plot,Plot,Chennai,TN,6/16/2023,5440010,2467,3,2,A1565
P1666,Prime Residential Plot,Plot,Chennai,TN,6/17/2023,7815507,1257,3,2,A1566
P1667,Prime Residential Plot,Plot,Chennai,TN,6/18/2023,5999097,1347,2,2,A1567
P1668,Prime Residential Plot,Plot,Chennai,TN,6/19/2023,7162167,2329,3,2,A1568
P1669,Prime Residential Plot,Plot,Chennai,TN,6/20/2023,7036331,1041,2,2,A1569
P1670,Prime Residential Plot,Plot,Chennai,TN,6/21/2023,5877532,2861,2,2,A1570
P1671,Prime Residential Plot,Plot,Chennai,TN,6/22/2023,8208332,1405,2,2,A1571
P1672,Prime Residential Plot,Plot,Chennai,TN,6/23/2023,5635037,2710,3,2,A1572
P1673,Prime Residential Plot,Plot,Chennai,TN,6/24/2023,7040538,2983,3,2,A1573
P1674,Prime Residential Plot,Plot,Chennai,TN,6/25/2023,5691494,1610,2,2,A1574
P1675,Prime Residential Plot,Plot,Chennai,TN,6/26/2023,7333569,2429,2,2,A1575
P1676,Prime Residential Plot,Plot,Chennai,TN,6/27/2023,5079280,2542,2,2,A1576
P1677,Prime Residential Plot,Plot,Chennai,TN,6/28/2023,7694651,2302,2,2,A1577
P1678,Prime Residential Plot,Plot,Chennai,TN,6/29/2023,6129497,1566,2,2,A1578
P1679,Prime Residential Plot,Plot,Chennai,TN,6/30/2023,5621869,2116,3,2,A1579
P1680,Prime Residential Plot,Plot,Chennai,TN,7/1/2023,5174560,1054,2,2,A1580
P1681,Prime Residential Plot,Plot,Chennai,TN,7/2/2023,7100536,1427,2,2,A1581
P1682,Prime Residential Plot,Plot,Chennai,TN,7/3/2023,9427599,2336,2,2,A1582
P1683,Prime Residential Plot,Plot,Chennai,TN,7/4/2023,6099596,1810,2,2,A1583
P1684,Prime Residential Plot,Plot,Chennai,TN,7/5/2023,6539051,2153,3,2,A1584
P1685,Prime Residential Plot,Plot,Chennai,TN,7/6/2023,7430411,2903,3,2,A1585
P1686,Prime Residential Plot,Plot,Chennai,TN,7/7/2023,7208007,1225,2,2,A1586
P1687,Prime Residential Plot,Plot,Chennai,TN,7/8/2023,7592136,2077,3,2,A1587
P1688,Prime Residential Plot,Plot,Chennai,TN,7/9/2023,4728226,1747,2,2,A1588
P1689,Prime Residential Plot,Plot,Chennai,TN,7/10/2023,7309453,2636,2,2,A1589
P1690,Prime Residential Plot,Plot,Chennai,TN,7/11/2023,8978771,1322,2,2,A1590
P1691,Prime Residential Plot,Plot,Chennai,TN,7/12/2023,8071075,2999,3,2,A1591
P1692,Prime Residential Plot,Plot,Chennai,TN,7/13/2023,8810095,2581,3,2,A1592
P1693,Prime Residential Plot,Plot,Chennai,TN,7/14/2023,8634355,2383,3,2,A1593
P1694,Prime Residential Plot,Plot,Chennai,TN,7/15/2023,8598682,2187,3,2,A1594
P1695,Prime Residential Plot,Plot,Chennai,TN,7/16/2023,8012370,1976,2,2,A1595
P1696,Prime Residential Plot,Plot,Chennai,TN,7/17/2023,8803430,1202,3,2,A1596
P1697,Prime Residential Plot,Plot,Chennai,TN,7/18/2023,5110998,1160,3,2,A1597
P1698,Prime Residential Plot,Plot,Chennai,TN,7/19/2023,8597184,2577,2,2,A1598
P1699,Prime Residential Plot,Plot,Chennai,TN,7/20/2023,7279928,2661,3,2,A1599
P1700,Prime Residential Plot,Plot,Chennai,TN,7/21/2023,4626761,1911,2,2,A1600
P1701,Prime Residential Plot,Plot,Chennai,TN,7/22/2023,8079671,1615,3,2,A1601
P1702,Prime Residential Plot,Plot,Chennai,TN,7/23/2023,4751025,1700,2,2,A1602
P1703,Prime Residential Plot,Plot,Chennai,TN,7/24/2023,7346247,1231,3,2,A1603
P1704,Prime Residential Plot,Plot,Chennai,TN,7/25/2023,4765041,1787,2,2,A1604
P1705,Prime Residential Plot,Plot,Chennai,TN,7/26/2023,8139016,2075,2,2,A1605
P1706,Prime Residential Plot,Plot,Chennai,TN,7/27/2023,7216188,1074,3,2,A1606
P1707,Prime Residential Plot,Plot,Chennai,TN,7/28/2023,7390955,1156,3,2,A1607
P1708,Prime Residential Plot,Plot,Chennai,TN,7/29/2023,6332314,2791,3,2,A1608
P1709,Prime Residential Plot,Plot,Chennai,TN,7/30/2023,8271368,2318,3,2,A1609
P1710,Prime Residential Plot,Plot,Chennai,TN,7/31/2023,9176982,2416,2,2,A1610
P1711,Prime Residential Plot,Plot,Chennai,TN,8/1/2023,6617259,1955,3,2,A1611
P1712,Prime Residential Plot,Plot,Chennai,TN,8/2/2023,7214123,1557,2,2,A1612
P1713,Prime Residential Plot,Plot,Chennai,TN,8/3/2023,8548924,1649,2,2,A1613
P1714,Prime Residential Plot,Plot,Chennai,TN,8/4/2023,7927436,1228,3,2,A1614
P1715,Prime Residential Plot,Plot,Chennai,TN,8/5/2023,8838884,1508,2,2,A1615
P1716,Prime Residential Plot,Plot,Chennai,TN,8/6/2023,4706091,1808,3,2,A1616
P1717,Prime Residential Plot,Plot,Chennai,TN,8/7/2023,6724936,1346,2,2,A1617
P1718,Prime Residential Plot,Plot,Chennai,TN,8/8/2023,8419494,1300,2,2,A1618
P1719,Prime Residential Plot,Plot,Chennai,TN,8/9/2023,5896282,1241,2,2,A1619
P1720,Prime Residential Plot,Plot,Chennai,TN,8/10/2023,8043086,1100,2,2,A1620
P1721,Prime Residential Plot,Plot,Chennai,TN,8/11/2023,9421823,1893,3,2,A1621
P1722,Prime Residential Plot,Plot,Chennai,TN,8/12/2023,5503712,1395,3,2,A1622
P1723,Prime Residential Plot,Plot,Chennai,TN,8/13/2023,9302299,2246,3,2,A1623
P1724,Prime Residential Plot,Plot,Chennai,TN,8/14/2023,6663467,1559,3,2,A1624
P1725,Prime Residential Plot,Plot,Chennai,TN,8/15/2023,5031369,1018,3,2,A1625
P1726,Prime Residential Plot,Plot,Chennai,TN,8/16/2023,7393399,1374,2,2,A1626
P1727,Prime Residential Plot,Plot,Chennai,TN,8/17/2023,7941663,1862,2,2,A1627
P1728,Prime Residential Plot,Plot,Chennai,TN,8/18/2023,6984672,2209,3,2,A1628
P1729,Prime Residential Plot,Plot,Chennai,TN,8/19/2023,8859359,1742,2,2,A1629
P1730,Prime Residential Plot,Plot,Chennai,TN,8/20/2023,5892690,1838,2,2,A1630
P1731,Prime Residential Plot,Plot,Chennai,TN,8/21/2023,8789369,1243,2,2,A1631
P1732,Prime Residential Plot,Plot,Chennai,TN,8/22/2023,9184177,2685,3,2,A1632
P1733,Prime Residential Plot,Plot,Chennai,TN,8/23/2023,6941067,2956,2,2,A1633
P1734,Prime Residential Plot,Plot,Chennai,TN,8/24/2023,6345018,2355,3,2,A1634
P1735,Prime Residential Plot,Plot,Chennai,TN,8/25/2023,7219215,2912,3,2,A1635
P1736,Prime Residential Plot,Plot,Chennai,TN,8/26/2023,5115998,2664,2,2,A1636
P1737,Prime Residential Plot,Plot,Chennai,TN,8/27/2023,6087939,1717,2,2,A1637
P1738,Prime Residential Plot,Plot,Chennai,TN,8/28/2023,8664773,1190,3,2,A1638
P1739,Prime Residential Plot,Plot,Chennai,TN,8/29/2023,5623238,2155,2,2,A1639
P1740,Prime Residential Plot,Plot,Chennai,TN,8/30/2023,8741415,1741,3,2,A1640
P1741,Prime Residential Plot,Plot,Chennai,TN,8/31/2023,4652148,1041,3,2,A1641
P1742,Prime Residential Plot,Plot,Chennai,TN,9/1/2023,8113179,2388,2,2,A1642
P1743,Prime Residential Plot,Plot,Chennai,TN,9/2/2023,6125837,2317,3,2,A1643
P1744,Prime Residential Plot,Plot,Chennai,TN,9/3/2023,7849897,1611,2,2,A1644
P1745,Prime Residential Plot,Plot,Chennai,TN,9/4/2023,7045596,2394,2,2,A1645
P1746,Prime Residential Plot,Plot,Chennai,TN,9/5/2023,6368292,2246,3,2,A1646
P1747,Prime Residential Plot,Plot,Chennai,TN,9/6/2023,8407094,1858,3,2,A1647
P1748,Prime Residential Plot,Plot,Chennai,TN,9/7/2023,5976118,2741,2,2,A1648
P1749,Prime Residential Plot,Plot,Chennai,TN,9/8/2023,9403733,1502,2,2,A1649
P1750,Prime Residential Plot,Plot,Chennai,TN,9/9/2023,5853836,1052,2,2,A1650
P1751,Prime Residential Plot,Plot,Chennai,TN,9/10/2023,4660554,1397,3,2,A1651
P1752,Prime Residential Plot,Plot,Chennai,TN,9/11/2023,5775552,1034,2,2,A1652
P1753,Prime Residential Plot,Plot,Chennai,TN,9/12/2023,5629698,1445,2,2,A1653
P1754,Prime Residential Plot,Plot,Chennai,TN,9/13/2023,4796608,1460,2,2,A1654
P1755,Prime Residential Plot,Plot,Chennai,TN,9/14/2023,6318566,2529,3,2,A1655
P1756,Prime Residential Plot,Plot,Chennai,TN,9/15/2023,6348342,2815,3,2,A1656
P1757,Prime Residential Plot,Plot,Chennai,TN,9/16/2023,6413821,2460,3,2,A1657
P1758,Prime Residential Plot,Plot,Chennai,TN,9/17/2023,7564012,2453,3,2,A1658
P1759,Prime Residential Plot,Plot,Chennai,TN,9/18/2023,7348142,1169,3,2,A1659
P1760,Prime Residential Plot,Plot,Chennai,TN,9/19/2023,9042779,2252,3,2,A1660
P1761,Prime Residential Plot,Plot,Chennai,TN,9/20/2023,8865279,1233,2,2,A1661
P1762,Prime Residential Plot,Plot,Chennai,TN,9/21/2023,8677518,1014,2,2,A1662
P1763,Prime Residential Plot,Plot,Chennai,TN,9/22/2023,8081549,2408,2,2,A1663
P1764,Prime Residential Plot,Plot,Chennai,TN,9/23/2023,5886164,2829,2,2,A1664
P1765,Prime Residential Plot,Plot,Chennai,TN,9/24/2023,4723499,2092,2,2,A1665
P1766,Prime Residential Plot,Plot,Chennai,TN,9/25/2023,8230322,2898,2,2,A1666
P1767,Prime Residential Plot,Plot,Chennai,TN,9/26/2023,6448946,2883,3,2,A1667
P1768,Prime Residential Plot,Plot,Chennai,TN,9/27/2023,6896204,1349,2,2,A1668
P1769,Prime Residential Plot,Plot,Chennai,TN,9/28/2023,6231473,1604,3,2,A1669
P1770,Prime Residential Plot,Plot,Chennai,TN,9/29/2023,7385503,1456,3,2,A1670
P1771,Prime Residential Plot,Plot,Chennai,TN,9/30/2023,5037098,1001,2,2,A1671
P1772,Prime Residential Plot,Plot,Chennai,TN,10/1/2023,5408309,2196,3,2,A1672
P1773,Prime Residential Plot,Plot,Chennai,TN,10/2/2023,6288429,2929,3,2,A1673
P1774,Prime Residential Plot,Plot,Chennai,TN,10/3/2023,9435756,2217,3,2,A1674
P1775,Prime Residential Plot,Plot,Chennai,TN,10/4/2023,9454347,1405,3,2,A1675
P1776,Prime Residential Plot,Plot,Chennai,TN,10/5/2023,7720941,1154,3,2,A1676
P1777,Prime Residential Plot,Plot,Chennai,TN,10/6/2023,6794329,1993,2,2,A1677
P1778,Prime Residential Plot,Plot,Chennai,TN,10/7/2023,6315788,2755,3,2,A1678
P1779,Prime Residential Plot,Plot,Chennai,TN,10/8/2023,7721009,1847,2,2,A1679
P1780,Prime Residential Plot,Plot,Chennai,TN,10/9/2023,9145884,2993,3,2,A1680
P1781,Prime Residential Plot,Plot,Chennai,TN,10/10/2023,5005849,1439,3,2,A1681
P1782,Prime Residential Plot,Plot,Chennai,TN,10/11/2023,7516529,1031,3,2,A1682
P1783,Prime Residential Plot,Plot,Chennai,TN,10/12/2023,5778754,1283,2,2,A1683
P1784,Prime Residential Plot,Plot,Chennai,TN,10/13/2023,8262832,2362,3,2,A1684
P1785,Prime Residential Plot,Plot,Chennai,TN,10/14/2023,7103505,2850,2,2,A1685
P1786,Prime Residential Plot,Plot,Chennai,TN,10/15/2023,6863448,2566,3,2,A1686
P1787,Prime Residential Plot,Plot,Chennai,TN,10/16/2023,8823360,1963,2,2,A1687
P1788,Prime Residential Plot,Plot,Chennai,TN,10/17/2023,4914494,2518,3,2,A1688
P1789,Prime Residential Plot,Plot,Chennai,TN,10/18/2023,5162098,2074,3,2,A1689
P1790,Prime Residential Plot,Plot,Chennai,TN,10/19/2023,5876988,1673,3,2,A1690
P1791,Prime Residential Plot,Plot,Chennai,TN,10/20/2023,6614066,1985,3,2,A1691
P1792,Prime Residential Plot,Plot,Chennai,TN,10/21/2023,9154298,2476,3,2,A1692
P1793,Prime Residential Plot,Plot,Chennai,TN,10/22/2023,8829865,2980,3,2,A1693
P1794,Prime Residential Plot,Plot,Chennai,TN,10/23/2023,4591084,1884,3,2,A1694
P1795,Prime Residential Plot,Plot,Chennai,TN,10/24/2023,8155802,2247,3,2,A1695
P1796,Prime Residential Plot,Plot,Chennai,TN,10/25/2023,8197543,1326,3,2,A1696
P1797,Prime Residential Plot,Plot,Chennai,TN,10/26/2023,5724548,2866,3,2,A1697
P1798,Prime Residential Plot,Plot,Chennai,TN,10/27/2023,8040570,2172,3,2,A1698
P1799,Prime Residential Plot,Plot,Chennai,TN,10/28/2023,6907016,1071,3,2,A1699
P1800,Prime Residential Plot,Plot,Chennai,TN,10/29/2023,7955065,1204,2,2,A1700
P1801,Prime Residential Plot,Plot,Chennai,TN,10/30/2023,8797381,1463,2,2,A1701
P1802,Prime Residential Plot,Plot,Chennai,TN,10/31/2023,8967217,2520,3,2,A1702
P1803,Prime Residential Plot,Plot,Chennai,TN,11/1/2023,9442814,1617,2,2,A1703
P1804,Prime Residential Plot,Plot,Chennai,TN,11/2/2023,8844713,2775,2,2,A1704
P1805,Prime Residential Plot,Plot,Chennai,TN,11/3/2023,5369023,2054,2,2,A1705
P1806,Prime Residential Plot,Plot,Chennai,TN,11/4/2023,5248043,2239,3,2,A1706
P1807,Prime Residential Plot,Plot,Chennai,TN,11/5/2023,4525112,1222,2,2,A1707
P1808,Prime Residential Plot,Plot,Chennai,TN,11/6/2023,7069895,1178,2,2,A1708
P1809,Prime Residential Plot,Plot,Chennai,TN,11/7/2023,7676030,1865,3,2,A1709
P1810,Prime Residential Plot,Plot,Chennai,TN,11/8/2023,5703970,2591,2,2,A1710
P1811,Prime Residential Plot,Plot,Chennai,TN,11/9/2023,6376241,1574,2,2,A1711
P1812,Prime Residential Plot,Plot,Chennai,TN,11/10/2023,7439914,2854,2,2,A1712
P1813,Prime Residential Plot,Plot,Chennai,TN,11/11/2023,5303609,2426,2,2,A1713
P1814,Prime Residential Plot,Plot,Chennai,TN,11/12/2023,7996236,1436,3,2,A1714
P1815,Prime Residential Plot,Plot,Chennai,TN,11/13/2023,5539229,1623,2,2,A1715
P1816,Prime Residential Plot,Plot,Chennai,TN,11/14/2023,6488384,1348,3,2,A1716
P1817,Prime Residential Plot,Plot,Chennai,TN,11/15/2023,9448112,1446,3,2,A1717
P1818,Prime Residential Plot,Plot,Chennai,TN,11/16/2023,9320286,2700,2,2,A1718
P1819,Prime Residential Plot,Plot,Chennai,TN,11/17/2023,6980446,2183,2,2,A1719
P1820,Prime Residential Plot,Plot,Chennai,TN,11/18/2023,7878661,2702,2,2,A1720
P1821,Prime Residential Plot,Plot,Chennai,TN,11/19/2023,8391941,1296,3,2,A1721
P1822,Prime Residential Plot,Plot,Chennai,TN,11/20/2023,8946333,1606,2,2,A1722
P1823,Prime Residential Plot,Plot,Chennai,TN,11/21/2023,7879516,1201,2,2,A1723
P1824,Prime Residential Plot,Plot,Chennai,TN,11/22/2023,7912559,2541,3,2,A1724
P1825,Prime Residential Plot,Plot,Chennai,TN,11/23/2023,6156948,2874,2,2,A1725
P1826,Prime Residential Plot,Plot,Chennai,TN,11/24/2023,4839342,2268,3,2,A1726
P1827,Prime Residential Plot,Plot,Chennai,TN,11/25/2023,6142309,1117,3,2,A1727
P1828,Prime Residential Plot,Plot,Chennai,TN,11/26/2023,4560758,1390,3,2,A1728
P1829,Prime Residential Plot,Plot,Chennai,TN,11/27/2023,8650432,1795,2,2,A1729
P1830,Prime Residential Plot,Plot,Chennai,TN,11/28/2023,8964150,1214,3,2,A1730
P1831,Prime Residential Plot,Plot,Chennai,TN,11/29/2023,7240898,2197,2,2,A1731
P1832,Prime Residential Plot,Plot,Chennai,TN,11/30/2023,6977715,2164,2,2,A1732
P1833,Prime Residential Plot,Plot,Chennai,TN,12/1/2023,5116478,1243,3,2,A1733
P1834,Prime Residential Plot,Plot,Chennai,TN,12/2/2023,4865055,1486,3,2,A1734
P1835,Prime Residential Plot,Plot,Chennai,TN,12/3/2023,7481861,2606,2,2,A1735
P1836,Prime Residential Plot,Plot,Chennai,TN,12/4/2023,7763310,1210,3,2,A1736
P1837,Prime Residential Plot,Plot,Chennai,TN,12/5/2023,7668720,1349,3,2,A1737
P1838,Prime Residential Plot,Plot,Chennai,TN,12/6/2023,8489197,2445,3,2,A1738
P1839,Prime Residential Plot,Plot,Chennai,TN,12/7/2023,6032169,2015,2,2,A1739
P1840,Prime Residential Plot,Plot,Chennai,TN,12/8/2023,4571162,1073,3,2,A1740
P1841,Prime Residential Plot,Plot,Chennai,TN,12/9/2023,6750641,2592,3,2,A1741
P1842,Prime Residential Plot,Plot,Chennai,TN,12/10/2023,9234637,2714,3,2,A1742
P1843,Prime Residential Plot,Plot,Chennai,TN,12/11/2023,6361969,2713,3,2,A1743
P1844,Prime Residential Plot,Plot,Chennai,TN,12/12/2023,4683851,1617,2,2,A1744
P1845,Prime Residential Plot,Plot,Chennai,TN,12/13/2023,8811000,2967,2,2,A1745
P1846,Prime Residential Plot,Plot,Chennai,TN,12/14/2023,7429647,2939,2,2,A1746
P1847,Prime Residential Plot,Plot,Chennai,TN,12/15/2023,8366230,2637,2,2,A1747
P1848,Prime Residential Plot,Plot,Chennai,TN,12/16/2023,7221440,2358,2,2,A1748
P1849,Prime Residential Plot,Plot,Chennai,TN,12/17/2023,9340257,1863,2,2,A1749
P1850,Prime Residential Plot,Plot,Chennai,TN,12/18/2023,6607901,1838,2,2,A1750
P1851,Prime Residential Plot,Plot,Chennai,TN,12/19/2023,5121221,1936,3,2,A1751
P1852,Prime Residential Plot,Plot,Chennai,TN,12/20/2023,7991500,1699,2,2,A1752
P1853,Prime Residential Plot,Plot,Chennai,TN,12/21/2023,7146652,1816,2,2,A1753
P1854,Prime Residential Plot,Plot,Chennai,TN,12/22/2023,6778846,2597,2,2,A1754
P1855,Prime Residential Plot,Plot,Chennai,TN,12/23/2023,9151502,1937,2,2,A1755
P1856,Prime Residential Plot,Plot,Chennai,TN,12/24/2023,5387825,2920,3,2,A1756
P1857,Prime Residential Plot,Plot,Chennai,TN,12/25/2023,6380526,2340,2,2,A1757
P1858,Prime Residential Plot,Plot,Chennai,TN,12/26/2023,8672819,2611,3,2,A1758
P1859,Prime Residential Plot,Plot,Chennai,TN,12/27/2023,5057805,2605,3,2,A1759
P1860,Prime Residential Plot,Plot,Coimbatore,TN,12/28/2023,5915273,2569,2,2,A1760
P1861,Prime Residential Plot,Plot,Coimbatore,TN,12/29/2023,7274563,1057,3,2,A1761
P1862,Prime Residential Plot,Plot,Coimbatore,TN,12/30/2023,9393257,1630,3,2,A1762
P1863,Prime Residential Plot,Plot,Coimbatore,TN,12/31/2023,5833901,2645,2,2,A1763
P1864,Prime Residential Plot,Plot,Coimbatore,TN,1/1/2024,7502184,2648,2,2,A1764
P1865,Prime Residential Plot,Plot,Coimbatore,TN,1/2/2024,5313880,2772,3,2,A1765
P1866,Prime Residential Plot,Plot,Coimbatore,TN,1/3/2024,8813687,2969,3,2,A1766
P1867,Prime Residential Plot,Plot,Coimbatore,TN,1/4/2024,6916539,2028,2,2,A1767
P1868,Prime Residential Plot,Plot,Coimbatore,TN,1/5/2024,5221261,2901,3,2,A1768
P1869,Prime Residential Plot,Plot,Coimbatore,TN,1/6/2024,7974669,1093,3,2,A1769
P1870,Prime Residential Plot,Plot,Coimbatore,TN,1/7/2024,6036207,1387,3,2,A1770
P1871,Prime Residential Plot,Plot,Coimbatore,TN,1/8/2024,7316038,2635,3,2,A1771
P1872,Prime Residential Plot,Plot,Coimbatore,TN,1/9/2024,7251163,1134,2,2,A1772
P1873,Prime Residential Plot,Plot,Coimbatore,TN,1/10/2024,7939452,1776,3,2,A1773
P1874,Prime Residential Plot,Plot,Coimbatore,TN,1/11/2024,5564213,2472,2,2,A1774
P1875,Prime Residential Plot,Plot,Coimbatore,TN,1/12/2024,7406902,2122,2,2,A1775
P1876,Prime Residential Plot,Plot,Coimbatore,TN,1/13/2024,4614757,2590,2,2,A1776
P1877,Prime Residential Plot,Plot,Coimbatore,TN,1/14/2024,6434443,1240,3,2,A1777
P1878,Prime Residential Plot,Plot,Coimbatore,TN,1/15/2024,7229191,2843,3,2,A1778
P1879,Prime Residential Plot,Plot,Coimbatore,TN,1/16/2024,8943552,1708,2,2,A1779
P1880,Prime Residential Plot,Plot,Coimbatore,TN,1/17/2024,9351536,2055,2,2,A1780
P1881,Prime Residential Plot,Plot,Coimbatore,TN,1/18/2024,5146609,1849,3,2,A1781
P1882,Prime Residential Plot,Plot,Coimbatore,TN,1/19/2024,7337106,1999,3,2,A1782
P1883,Prime Residential Plot,Plot,Coimbatore,TN,1/20/2024,6513488,1256,3,2,A1783
P1884,Prime Residential Plot,Plot,Coimbatore,TN,1/21/2024,8927233,2963,2,2,A1784
P1885,Prime Residential Plot,Plot,Coimbatore,TN,1/22/2024,7088730,1168,2,2,A1785
P1886,Prime Residential Plot,Plot,Coimbatore,TN,1/23/2024,7268207,2850,3,2,A1786
P1887,Prime Residential Plot,Plot,Coimbatore,TN,1/24/2024,5090117,1113,2,2,A1787
P1888,Prime Residential Plot,Plot,Coimbatore,TN,1/25/2024,7764955,2709,3,2,A1788
P1889,Prime Residential Plot,Plot,Coimbatore,TN,1/26/2024,8795584,2343,2,2,A1789
P1890,Prime Residential Plot,Plot,Coimbatore,TN,1/27/2024,5671348,1410,3,2,A1790
P1891,Prime Residential Plot,Plot,Coimbatore,TN,1/28/2024,5903234,1978,3,2,A1791
P1892,Prime Residential Plot,Plot,Coimbatore,TN,1/29/2024,5222181,2639,2,2,A1792
P1893,Prime Residential Plot,Plot,Coimbatore,TN,1/30/2024,8469321,2352,3,2,A1793
